lat,long,block_key
47.4169,-122.348,530330286001
47.5025,-122.186,530330254002
47.3644,-122.28,530330298014
47.5896,-122.009,530330322143
47.3914,-122.169,530330294061
47.7197,-122.131,530330323212
47.5623,-122.116,530330250032
47.5213,-122.357,530330114022
47.4518,-122.16,530330258043
47.4949,-122.3,530330271002
47.5885,-122.248,530330243005
47.6452,-122.411,530330056002
47.749,-122.305,530330205003
47.4727,-122.198,530330257012
47.7403,-122.256,530330221014
47.5146,-122.117,530330250063
47.5666,-122.231,530330245003
47.4339,-122.291,530330288021
47.6368,-122.097,530330229022
47.3628,-122.075,530330320056
47.52,-121.845,530330327031
47.2953,-122.083,530330312043
47.6935,-122.352,530330017012
47.6239,-122.023,530330323184
47.5846,-122.168,530330235002
47.6969,-122.026,530330323292
47.505,-122.259,530330119003
47.667,-122.289,530330042004
47.6376,-122.353,530330068001
47.6929,-121.87,530330325001
47.3572,-122.015,530330316031
47.5816,-121.97,530330322101
47.5502,-122.311,530330104021
47.6136,-122.299,530330077003
47.4478,-122.161,530330258043
47.4219,-122.007,530330320022
47.3521,-122.212,530330305032
47.7466,-122.029,530330323115
47.7727,-122.229,530330217002
47.3062,-122.371,530330303112
47.5422,-121.86,530330326024
47.3366,-122.306,530330300052
47.573,-122.409,530330097011
47.7258,-122.177,530330219032
47.4025,-122.176,530330294062
47.476,-121.755,530330327041
47.6045,-122.307,530330087002
47.6366,-122.058,530330323171
47.3725,-122.06,530330320072
47.5897,-122.292,530330095001
47.6277,-121.972,530330323152
47.1803,-121.974,530330315023
47.4489,-122.188,530330258051
47.3665,-122.017,530330320104
47.4964,-122.251,530330261001
47.492,-122.317,530330274001
47.5496,-122.373,530330107021
47.5008,-121.776,530330327043
47.2846,-122.341,530330303104
47.5494,-122.216,530330246011
47.7123,-122.027,530330323271
47.3131,-122.115,530330312045
47.3122,-121.996,530330316032
47.6947,-122.125,530330323233
47.5665,-122.018,530330322122
47.425,-122.283,530330288022
47.6634,-122.34,530330050001
47.7047,-122.373,530330014004
47.3666,-122.084,530330320054
47.7466,-122.242,530330221011
47.6972,-122.35,530330018003
47.6372,-122.395,530330056005
47.5694,-122.001,530330322124
47.6214,-122.024,530330323184
47.3961,-122.188,530330294082
47.7162,-122.309,530330007003
47.6844,-122.113,530330323241
47.5737,-122.018,530330322113
47.4474,-121.771,530330327022
47.3128,-122.184,530330312062
47.4022,-122.171,530330294055
47.5671,-122.391,530330097022
47.2876,-122.212,530330308022
47.682,-122.372,530330030003
47.7125,-122.331,530330006004
47.496,-122.239,530330260015
47.5876,-122.309,530330094002
47.6821,-122.273,530330040002
47.6581,-122.396,530330058014
47.3496,-122.094,530330320063
47.1951,-122.001,530330313024
47.6539,-122.396,530330057002
47.5375,-122.178,530330247023
47.7605,-122.267,530330215002
47.6663,-122.326,530330045002
47.6978,-122.13,530330323233
47.3221,-122.215,530330305043
47.4488,-122.275,530330283002
47.2681,-122.31,530330304032
47.5821,-122.39,530330096003
47.5395,-122.39,530330116001
47.336,-122.269,530330299021
47.7679,-122.261,530330216004
47.5818,-122.402,530330097025
47.5317,-121.853,530330326021
47.3647,-122.05,530330320082
47.5338,-122.384,530330116002
47.6681,-122.305,530330043013
47.4152,-122.3,530330288013
47.5044,-122.35,530330268014
47.4793,-122.346,530330275004
47.7627,-122.076,530330323071
47.5193,-122.274,530330117001
47.555,-122.379,530330105002
47.526,-121.826,530330327031
47.655,-122.124,530330228032
47.7022,-122.224,530330222033
47.6718,-122.267,530330041002
47.6327,-122.109,530330229021
47.6245,-122.198,530330240003
47.4761,-121.758,530330327041
47.5221,-122.045,530330321042
47.7522,-122.278,530330214001
47.7145,-122.311,530330007004
47.7404,-122.11,530330323074
47.4834,-122.159,530330256021
47.7049,-122.353,530330017013
47.6915,-122.381,530330016003
47.336,-122.319,530330301001
47.6597,-122.274,530330041003
47.6759,-122.286,530330039001
47.6988,-122.319,530330019002
47.5427,-122.181,530330247022
47.6462,-122.318,530330061001
47.4406,-122.146,530330319092
47.705,-122.202,530330220062
47.4965,-121.785,530330327044
47.5024,-122.271,530330263001
47.5304,-122.387,530330116002
47.544,-121.872,530330326024
47.291,-122.368,530330303123
47.6932,-122.006,530330323151
47.3558,-122.004,530330316034
47.5536,-122.359,530330108003
47.6942,-122.321,530330019002
47.5462,-122.182,530330247024
47.2918,-122.346,530330303102
47.5441,-121.882,530330326024
47.6982,-122.298,530330021002
47.7415,-122.101,530330323075
47.4862,-122.224,530330260023
47.5553,-122.22,530330245001
47.4406,-122.141,530330319091
47.6997,-122.316,530330020002
47.6726,-122.03,530330323291
47.3702,-122.185,530330295022
47.5896,-122.083,530330322033
47.3923,-122.311,530330289022
47.3664,-122.1,530330320055
47.5894,-122.195,530330239003
47.5708,-122.359,530330099002
47.5156,-122.262,530330118003
47.589,-122.177,530330235003
47.6385,-122.37,530330069004
47.4672,-122.291,530330281002
47.3444,-122.327,530330301003
47.731,-122.191,530330220031
47.7646,-122.271,530330215002
47.5015,-122.124,530330251021
47.2413,-121.972,530330315022
47.4206,-122.183,530330293062
47.3575,-122.28,530330298012
47.6285,-122.025,530330323182
47.3437,-122.316,530330300032
47.7573,-122.22,530330217005
47.3745,-122.275,530330291023
47.7359,-122.309,530330211003
47.7142,-122.286,530330008001
47.3131,-121.998,530330316032
47.3668,-122.031,530330320112
47.6893,-122.349,530330028004
47.635,-122.164,530330237001
47.6664,-122.131,530330228023
47.4938,-122.255,530330261001
47.4525,-122.162,530330258043
47.3825,-122.319,530330290014
47.5326,-122.376,530330115003
47.4818,-122.161,530330256011
47.7287,-122.077,530330323263
47.4908,-122.225,530330260023
47.4429,-121.759,530330327025
47.7336,-121.965,530330324021
47.7591,-122.28,530330215003
47.3591,-122.201,530330297005
47.4388,-122.162,530330293042
47.7004,-122.368,530330014003
47.5633,-122.131,530330249022
47.6585,-122.273,530330041003
47.3415,-122.272,530330298025
47.3818,-122.2,530330295041
47.695,-122.366,530330017023
47.7479,-122.062,530330323114
47.7422,-122.073,530330323112
47.6921,-122.38,530330016003
47.7533,-122.198,530330220012
47.5793,-122.402,530330097025
47.7767,-122.239,530330217003
47.6988,-122.387,530330016002
47.7121,-122.214,530330222022
47.7447,-122.313,530330211001
47.5671,-122.405,530330097014
47.5646,-122.317,530330100012
47.717,-122.02,530330323271
47.6374,-122.279,530330063001
47.3272,-122.355,530330301007
47.5511,-122.157,530330249032
47.5912,-122.384,530330096005
47.5987,-122.178,530330235003
47.5132,-122.262,530330119001
47.6333,-121.97,530330323152
47.5818,-122.387,530330096002
47.7576,-121.934,530330324011
47.3608,-122.043,530330320111
47.4987,-122.166,530330255002
47.6216,-122.056,530330323174
47.6051,-122.195,530330238011
47.363,-122.08,530330320056
47.6777,-122.287,530330039001
47.3384,-122.336,530330301002
47.4598,-122.15,530330257021
47.5089,-122.189,530330252002
47.7751,-122.38,530330201001
47.6797,-122.362,530330029002
47.5771,-122.144,530330248002
47.6188,-122.114,530330231001
47.4802,-122.279,530330272001
47.6101,-122.295,530330088001
47.3314,-122.172,530330296023
47.6196,-122.286,530330078004
47.475,-122.11,530330319032
47.7146,-122.217,530330222031
47.7073,-122.356,530330014002
47.6583,-122.351,530330049004
47.6261,-122.125,530330230003
47.3109,-122.376,530330303111
47.6949,-122.371,530330017023
47.4691,-121.993,530330321021
47.3289,-122.327,530330302022
47.5293,-122.363,530330114011
47.6792,-122.115,530330323242
47.6337,-122.044,530330323172
47.5506,-122.134,530330249032
47.492,-122.333,530330274004
47.4781,-122.294,530330273003
47.7041,-122.355,530330017013
47.6304,-121.994,530330323152
47.6815,-122.198,530330224004
47.5341,-121.867,530330326024
47.7354,-122.078,530330323263
47.6518,-122.335,530330054002
47.5619,-122.162,530330249012
47.7148,-122.205,530330220053
47.746,-122.218,530330221021
47.5222,-122.375,530330115002
47.5756,-122.01,530330322124
47.3405,-122.058,530330316011
47.5433,-122.185,530330247022
47.6799,-122.034,530330323291
47.39,-122.153,530330318001
47.6329,-122.121,530330229011
47.6124,-122.309,530330079003
47.4802,-122.179,530330256013
47.5839,-121.991,530330322132
47.5602,-122.227,530330245003
47.3077,-122.011,530330316033
47.5707,-122.017,530330322113
47.3839,-122.225,530330292032
47.539,-122.188,530330247025
47.2118,-121.983,530330314002
47.2597,-122.228,530330310002
47.393,-122.184,530330294061
47.6347,-122.396,530330056005
47.7493,-122.351,530330207003
47.5282,-122.279,530330117001
47.682,-122.348,530330028002
47.4778,-122.286,530330273002
47.6357,-122.123,530330229011
47.5771,-122.05,530330322071
47.6898,-122.327,530330027002
47.4622,-122.127,530330319073
47.3102,-122.381,530330303063
47.6061,-122.117,530330231003
47.294,-122.281,530330304013
47.3272,-122.362,530330301006
47.7176,-122.033,530330323271
47.3748,-122.276,530330291023
47.3337,-122.191,530330296022
47.5033,-122.3,530330264001
47.7321,-122.34,530330003002
47.5719,-122.119,530330248001
47.2477,-121.937,530330315021
47.7027,-122.361,530330014003
47.4723,-122.121,530330319032
47.6645,-122.325,530330052004
47.7738,-122.203,530330218043
47.6618,-122.136,530330228023
47.3085,-122.376,530330303111
47.5691,-121.996,530330322121
47.3841,-122.006,530330320031
47.5446,-122.385,530330106003
47.7557,-122.237,530330217005
47.2635,-122.209,530330310001
47.4829,-122.128,530330319031
47.3898,-122.049,530330320073
47.5152,-122.197,530330252002
47.5081,-122.093,530330250063
47.3729,-122.115,530330317052
47.481,-122.323,530330274002
47.6742,-122.284,530330042002
47.6963,-122.169,530330226032
47.5951,-122.307,530330094002
47.2658,-122.219,530330310002
47.3576,-122.039,530330316041
47.4802,-122.188,530330256013
47.5682,-122.005,530330322121
47.5517,-122.276,530330103002
47.3122,-122.191,530330312062
47.5962,-122.288,530330089001
47.6071,-122.137,530330233003
47.6652,-122.188,530330227021
47.6323,-122.036,530330323172
47.5611,-122.106,530330250031
47.6362,-122.322,530330066001
47.404,-122.203,530330294031
47.7356,-122.198,530330220011
47.3586,-122.314,530330300031
47.494,-122.307,530330271002
47.7004,-122.305,530330011002
47.5507,-122.381,530330106001
47.2959,-122.191,530330311003
47.6675,-122.289,530330042004
47.6402,-122.37,530330059004
47.6209,-122.222,530330240004
47.6094,-122.291,530330078002
47.6608,-122.333,530330051001
47.7364,-122.193,530330220011
47.7438,-122.172,530330219061
47.6724,-122.013,530330323151
47.6476,-122.318,530330061001
47.3782,-122.127,530330317051
47.5185,-122.352,530330113002
47.526,-122.361,530330114012
47.5922,-122.146,530330234012
47.5368,-122.216,530330246022
47.7637,-122.05,530330323113
47.6916,-122.188,530330225002
47.3592,-122.076,530330320056
47.5627,-122.215,530330245001
47.7418,-122.039,530330323115
47.5134,-122.2,530330253011
47.5492,-122.372,530330107021
47.4614,-122.168,530330257023
47.69,-122.304,530330025001
47.3627,-122.037,530330320112
47.3969,-122.198,530330294071
47.5728,-122.304,530330100024
47.5499,-122.391,530330106006
47.3113,-122.207,530330306001
47.639,-122.1,530330229022
47.3315,-122.263,530330299023
47.5353,-122.349,530330108001
47.4315,-122.192,530330293034
47.6733,-122.301,530330043013
47.6655,-122.369,530330047002
47.4095,-122.195,530330294033
47.527,-122.356,530330114013
47.4599,-122.172,530330258041
47.3702,-122.317,530330300034
47.6903,-121.915,530330324023
47.4405,-122.28,530330284033
47.5371,-122.218,530330246022
47.5666,-122.375,530330099001
47.6597,-122.204,530330227012
47.4046,-122.186,530330294053
47.5383,-122.268,530330111024
47.7052,-122.343,530330013002
47.4417,-122.09,530330319062
47.5355,-122.283,530330110013
47.7096,-122.199,530330220052
47.3414,-122.047,530330316051
47.3023,-122.069,530330316052
47.6804,-122.358,530330029002
47.6972,-122.4,530330015002
47.3556,-122.026,530330316042
47.7463,-122.315,530330211001
47.3545,-122.158,530330317043
47.5583,-121.852,530330326022
47.6653,-122.372,530330047002
47.5513,-122.273,530330102003
47.5446,-122.382,530330106003
47.7174,-122.282,530330009001
47.6364,-122.3,530330062001
47.4522,-122.355,530330278003
